date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:48:14	73572/73572	---M-Z	200	added ('OK')	text/html	etag:%2211f64-5f6898d0d9924-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/charts-sparkline.html	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/charts-sparkline.html	(from https://themesbrand.com/minia-tailwindcss/layouts/index.html)
10:48:14	693853/693853	---M-Z	200	added ('OK')	text/html	etag:%22a965d-5f6898d0db865-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/icons-boxicons.html	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/icons-boxicons.html	(from https://themesbrand.com/minia-tailwindcss/layouts/index.html)
10:48:15	72380/72380	---M-Z	200	added ('OK')	text/html	etag:%2211abc-5f6898d0dc805-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/icons-materialdesign.html	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/icons-materialdesign.html	(from https://themesbrand.com/minia-tailwindcss/layouts/index.html)
10:48:15	142856/142856	---M-Z	200	added ('OK')	text/html	etag:%2222e08-5f6898d0dc805-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/icons-dripicons.html	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/icons-dripicons.html	(from https://themesbrand.com/minia-tailwindcss/layouts/index.html)
10:48:15	70308/70308	---M-Z	200	added ('OK')	text/html	etag:%22112a4-5f6898d0dc805-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/maps-google.html	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/maps-google.html	(from https://themesbrand.com/minia-tailwindcss/layouts/index.html)
10:48:15	73091/73091	---M-Z	200	added ('OK')	text/html	etag:%2211d83-5f6898d0dc805-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/maps-vector.html	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/maps-vector.html	(from https://themesbrand.com/minia-tailwindcss/layouts/index.html)
10:48:16	71681/71681	---M-Z	200	added ('OK')	text/html	etag:%2211801-5f6898d0dc805-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/maps-leaflet.html	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/maps-leaflet.html	(from https://themesbrand.com/minia-tailwindcss/layouts/index.html)
10:48:16	2421/2421	---M--	200	added ('OK')	image/png	etag:%22975-5f63aa0f973fd%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/images/giftbox.png	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/images/giftbox.png	(from https://themesbrand.com/minia-tailwindcss/layouts/index.html)
10:48:16	20095/20095	---M-Z	200	added ('OK')	application/javascript	etag:%224e7f-5f63aa0facbbd-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/libs/@popperjs/core/umd/popper.min.js	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/libs/@popperjs/core/umd/popper.min.js	(from https://themesbrand.com/minia-tailwindcss/layouts/index.html)
10:48:16	75963/75963	---M-Z	200	added ('OK')	application/javascript	etag:%22128bb-5f63aa0fbe4fd-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/libs/feather-icons/feather.min.js	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/libs/feather-icons/feather.min.js	(from https://themesbrand.com/minia-tailwindcss/layouts/index.html)
10:48:17	4192/4192	---M-Z	200	added ('OK')	application/javascript	etag:%221060-5f63aa0fc719d-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/libs/metismenujs/metismenujs.min.js	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/libs/metismenujs/metismenujs.min.js	(from https://themesbrand.com/minia-tailwindcss/layouts/index.html)
10:48:17	46363/46363	---M-Z	200	added ('OK')	application/javascript	etag:%22b51b-5f63aa0fcee9d-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/libs/simplebar/simplebar.min.js	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/libs/simplebar/simplebar.min.js	(from https://themesbrand.com/minia-tailwindcss/layouts/index.html)
10:48:18	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%22620cd6ff-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	C:/BigPro/miniatailwind/code.jquery.com/jquery-3.6.0.min.js	(from https://themesbrand.com/minia-tailwindcss/layouts/index.html)
10:48:18	504248/504248	---MCZ	200	added ('OK')	application/javascript	etag:%227b1b8-5f63aa0fb391d-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/libs/apexcharts/apexcharts.min.js	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/libs/apexcharts/apexcharts.min.js	(from https://themesbrand.com/minia-tailwindcss/layouts/index.html)
10:48:18	33323/33323	---M-Z	200	added ('OK')	application/javascript	etag:%22822b-5f63aa0fadb5d-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/libs/admin-resources/jquery.vectormap/jquery-jvectormap-1.2.2.min.js	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/libs/admin-resources/jquery.vectormap/jquery-jvectormap-1.2.2.min.js	(from https://themesbrand.com/minia-tailwindcss/layouts/index.html)
10:48:19	144313/144313	---M-Z	200	added ('OK')	application/javascript	etag:%22233b9-5f63aa0fafa9d-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/libs/admin-resources/jquery.vectormap/maps/jquery-jvectormap-world-mill-en.js	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/libs/admin-resources/jquery.vectormap/maps/jquery-jvectormap-world-mill-en.js	(from https://themesbrand.com/minia-tailwindcss/layouts/index.html)
10:48:19	7996/7996	---M-Z	200	added ('OK')	application/javascript	etag:%221f3c-5f63aa0fa7d9d-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/js/pages/dashboard.init.js	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/js/pages/dashboard.init.js	(from https://themesbrand.com/minia-tailwindcss/layouts/index.html)
10:48:19	2499/2499	---M-Z	200	added ('OK')	application/javascript	etag:%229c3-5f63aa0fa8d3d-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/js/pages/nav&tabs.js	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/js/pages/nav&tabs.js	(from https://themesbrand.com/minia-tailwindcss/layouts/index.html)
10:48:19	11534/11534	---M-Z	200	added ('OK')	application/javascript	etag:%222d0e-5f6898d0d5aa4-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/js/app.js	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/js/app.js	(from https://themesbrand.com/minia-tailwindcss/layouts/index.html)
10:48:20	76612/76612	---M--	200	added ('OK')	text/html	etag:%2212b44-5f63aa0f82bdd%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/fonts/fa-brands-400.woff2	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/fonts/fa-brands-400.html	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/icons.css)
10:48:20	132728/132728	---M--	200	added ('OK')	application/font-sfnt	etag:%2220678-5f63aa0f82bdd%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/fonts/fa-brands-400.ttf	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/fonts/fa-brands-400.ttf	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/icons.css)
10:48:20	13584/13584	---M--	200	added ('OK')	text/html	etag:%223510-5f63aa0f83b7d%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/fonts/fa-regular-400.woff2	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/fonts/fa-regular-400.html	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/icons.css)
10:48:20	34092/34092	---M--	200	added ('OK')	application/font-sfnt	etag:%22852c-5f63aa0f83b7d%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/fonts/fa-regular-400.ttf	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/fonts/fa-regular-400.ttf	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/icons.css)
10:48:21	79444/79444	---M--	200	added ('OK')	text/html	etag:%2213654-5f63aa0f85abd%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/fonts/fa-solid-900.woff2	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/fonts/fa-solid-900.html	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/icons.css)
10:48:21	278/278	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2024%20May%202023%2003:48:21%20GMT	https://themesbrand.com/minia-tailwindcss/layouts/assets/fonts/fa-v4compatibility.woff2	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/fonts/fa-v4compatibility.woff2	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/icons.css)
10:48:21	278/278	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2024%20May%202023%2003:48:22%20GMT	https://themesbrand.com/minia-tailwindcss/layouts/assets/fonts/fa-v4compatibility.ttf	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/fonts/fa-v4compatibility.ttf	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/icons.css)
10:48:21	202616/202616	---M--	200	added ('OK')	application/font-sfnt	etag:%2231778-5f63aa0f85abd%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/fonts/fa-solid-900.ttf	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/fonts/fa-solid-900.ttf	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/icons.css)
10:48:23	391688/391688	---M--	200	added ('OK')	text/html	etag:%225fa08-5f63aa0f8b87d%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/fonts/materialdesignicons-webfont.woff2?v=7.1.96	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/fonts/materialdesignicons-webfont3ba9.html	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/icons.css)
10:48:23	1262012/1262012	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221341bc-5f63aa0f85abd%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/fonts/materialdesignicons-webfont.eot?v=7.1.96	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/fonts/materialdesignicons-webfont3ba9.eot	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/icons.css)
10:48:23	568648/568648	---M--	200	added ('OK')	application/font-woff	etag:%228ad48-5f63aa0f8b87d%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/fonts/materialdesignicons-webfont.woff?v=7.1.96	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/fonts/materialdesignicons-webfont3ba9.woff	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/icons.css)
10:48:23	40522/40522	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229e4a-5f63aa0f80c9d%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/fonts/dripicons-v2.eot	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/fonts/dripicons-v2.eot	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/icons.css)
10:48:24	1262012/1262012	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221341bc-5f63aa0f85abd%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/fonts/materialdesignicons-webfont.eot?	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/fonts/materialdesignicons-webfontd41d.eot	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/icons.css)
10:48:24	1261792/1261792	---M--	200	added ('OK')	application/font-sfnt	etag:%221340e0-5f63aa0f8a8dd%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/fonts/materialdesignicons-webfont.ttf?v=7.1.96	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/fonts/materialdesignicons-webfont3ba9.ttf	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/icons.css)
10:48:24	26004/26004	---M--	200	added ('OK')	application/font-woff	etag:%226594-5f63aa0f80c9d%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/fonts/dripicons-v2.woff	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/fonts/dripicons-v2.woff	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/icons.css)
10:48:24	40348/40348	---M--	200	added ('OK')	application/font-sfnt	etag:%229d9c-5f63aa0f80c9d%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/fonts/dripicons-v2.ttf	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/fonts/dripicons-v2.ttf	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/icons.css)
10:48:24	99368/99368	---M--	200	added ('OK')	image/svg+xml	etag:%2218428-5f63aa0f80c9d%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/fonts/dripicons-v2.svg	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/fonts/dripicons-v2.svg	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/icons.css)
10:48:25	40522/40522	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229e4a-5f63aa0f80c9d%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/fonts/dripicons-v2.eot?	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/fonts/dripicons-v2d41d.eot	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/icons.css)
10:48:25	405670/405670	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22630a6-5f63aa0f7fcfd%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/fonts/boxicons.eot	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/fonts/boxicons.eot	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/icons.css)
10:48:25	115680/115680	---M--	200	added ('OK')	text/html	etag:%221c3e0-5f63aa0f80c9d%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/fonts/boxicons.woff2	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/fonts/boxicons.html	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/icons.css)
10:48:25	321020/321020	---M--	200	added ('OK')	application/font-woff	etag:%224e5fc-5f63aa0f80c9d%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/fonts/boxicons.woff	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/fonts/boxicons.woff	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/icons.css)
10:48:26	580508/580508	---M--	200	added ('OK')	image/jpeg	etag:%228db9c-5f63aa0f925dd%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/images/auth-bg.jpg	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/images/auth-bg.jpg	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/tailwind.css)
10:48:26	295559/295559	---M--	200	added ('OK')	image/jpeg	etag:%2248287-5f63aa0f9357d%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/images/bg-1.jpg	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/images/bg-1.jpg	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/tailwind.css)
10:48:27	320944/320944	---M--	200	added ('OK')	application/font-sfnt	etag:%224e5b0-5f63aa0f80c9d%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/fonts/boxicons.ttf	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/fonts/boxicons.ttf	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/icons.css)
10:48:27	568841/568841	---M--	200	added ('OK')	image/jpeg	etag:%228ae09-5f63aa0f9451d%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/images/bg-2.jpg	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/images/bg-2.jpg	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/tailwind.css)
10:48:27	16166/16166	---M-Z	200	added ('OK')	text/css	etag:%223f26-5f63aa0fc331d-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/libs/flatpickr/flatpickr.min.css	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/libs/flatpickr/flatpickr.min.css	(from https://themesbrand.com/minia-tailwindcss/layouts/apps-contacts-profile.html)
10:48:27	9198/9198	---M--	200	added ('OK')	image/jpeg	etag:%2223ee-5f63aa0f9a2dd%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/images/users/avatar-2.jpg	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/images/users/avatar-2.jpg	(from https://themesbrand.com/minia-tailwindcss/layouts/apps-contacts-profile.html)
10:48:27	605661/605661	---M--	200	added ('OK')	image/jpeg	etag:%2293ddd-5f63aa0f954bd%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/images/bg-3.jpg	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/images/bg-3.jpg	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/tailwind.css)
10:48:27	88276/88276	---M--	200	added ('OK')	image/jpeg	etag:%22158d4-5f63aa0f9a2dd%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/images/small/img-3.jpg	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/images/small/img-3.jpg	(from https://themesbrand.com/minia-tailwindcss/layouts/apps-contacts-profile.html)
10:48:27	1242122/1242122	---M--	200	added ('OK')	image/svg+xml	etag:%2212f40a-5f6898d0cfce4%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/fonts/boxicons.svg?	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/fonts/boxiconsd41d.svg	(from https://themesbrand.com/minia-tailwindcss/layouts/assets/css/icons.css)
10:48:27	257503/257503	---M--	200	added ('OK')	image/jpeg	etag:%223eddf-5f63aa0f9933d%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/images/small/img-1.jpg	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/images/small/img-1.jpg	(from https://themesbrand.com/minia-tailwindcss/layouts/apps-contacts-profile.html)
10:48:28	50679/50679	---M-Z	200	added ('OK')	application/javascript	etag:%22c5f7-5f63aa0fc331d-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/libs/flatpickr/flatpickr.min.js	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/libs/flatpickr/flatpickr.min.js	(from https://themesbrand.com/minia-tailwindcss/layouts/apps-contacts-profile.html)
10:48:28	278/278	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2024%20May%202023%2003:48:29%20GMT	https://themesbrand.com/minia-tailwindcss/layouts/auth-login.html	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/auth-login.html	(from https://themesbrand.com/minia-tailwindcss/layouts/logout.html)
10:48:29	17980/17980	---M--	200	added ('OK')	image/svg+xml	etag:%22463c-5f63aa0f9a2dd%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/images/undraw-calendar.svg	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/images/undraw-calendar.svg	(from https://themesbrand.com/minia-tailwindcss/layouts/app-calendar.html)
10:48:29	68702/68702	---M--	200	added ('OK')	image/jpeg	etag:%2210c5e-5f63aa0f9a2dd%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/images/small/img-5.jpg	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/images/small/img-5.jpg	(from https://themesbrand.com/minia-tailwindcss/layouts/apps-contacts-profile.html)
10:48:29	280188/280188	---MCZ	200	added ('OK')	application/javascript	etag:%224467c-5f6898d0d8984-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/libs/fullcalendar/index.global.min.js	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/libs/fullcalendar/index.global.min.js	(from https://themesbrand.com/minia-tailwindcss/layouts/app-calendar.html)
10:48:29	6632/6632	---M-Z	200	added ('OK')	application/javascript	etag:%2219e8-5f6898d0d5aa4-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/js/pages/calendar.init.js	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/js/pages/calendar.init.js	(from https://themesbrand.com/minia-tailwindcss/layouts/app-calendar.html)
10:48:30	9093/9093	---M--	200	added ('OK')	image/jpeg	etag:%222385-5f63aa0f9a2dd%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/images/users/avatar-4.jpg	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/images/users/avatar-4.jpg	(from https://themesbrand.com/minia-tailwindcss/layouts/app-chat.html)
10:48:30	9901/9901	---M--	200	added ('OK')	image/jpeg	etag:%2226ad-5f63aa0f9a2dd%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/images/users/avatar-7.jpg	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/images/users/avatar-7.jpg	(from https://themesbrand.com/minia-tailwindcss/layouts/app-chat.html)
10:48:30	67537/67537	---M--	200	added ('OK')	image/jpeg	etag:%22107d1-5f63aa0f9933d%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/images/small/img-2.jpg	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/images/small/img-2.jpg	(from https://themesbrand.com/minia-tailwindcss/layouts/app-chat.html)
10:48:31	11096/11096	---M--	200	added ('OK')	image/jpeg	etag:%222b58-5f63aa0f9a2dd%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/images/users/avatar-5.jpg	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/images/users/avatar-5.jpg	(from https://themesbrand.com/minia-tailwindcss/layouts/app-chat.html)
10:48:31	113485/113485	---M--	200	added ('OK')	image/jpeg	etag:%221bb4d-5f63aa0f9a2dd%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/images/small/img-4.jpg	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/images/small/img-4.jpg	(from https://themesbrand.com/minia-tailwindcss/layouts/apps-email-read.html)
10:48:31	9705/9705	---M--	200	added ('OK')	image/jpeg	etag:%2225e9-5f63aa0f9a2dd%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/images/users/avatar-8.jpg	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/images/users/avatar-8.jpg	(from https://themesbrand.com/minia-tailwindcss/layouts/apps-contacts-grid.html)
10:48:31	7763/7763	---M--	200	added ('OK')	image/jpeg	etag:%221e53-5f63aa0f9a2dd%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/images/users/avatar-9.jpg	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/images/users/avatar-9.jpg	(from https://themesbrand.com/minia-tailwindcss/layouts/apps-contacts-grid.html)
10:48:32	70967/70967	---M--	200	added ('OK')	image/jpeg	etag:%2211537-5f63aa0f9a2dd%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/images/small/img-7.jpg	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/images/small/img-7.jpg	(from https://themesbrand.com/minia-tailwindcss/layouts/apps-blog-list.html)
10:48:32	44365/44365	---M--	200	added ('OK')	image/jpeg	etag:%22ad4d-5f63aa0f9a2dd%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/images/small/img-6.jpg	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/images/small/img-6.jpg	(from https://themesbrand.com/minia-tailwindcss/layouts/apps-blog-list.html)
10:48:33	16493/16493	---M-Z	200	added ('OK')	text/css	etag:%22406d-5f63aa0fd1d7d-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/libs/swiper/swiper-bundle.min.css	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/libs/swiper/swiper-bundle.min.css	(from https://themesbrand.com/minia-tailwindcss/layouts/coming-soon.html)
10:48:33	143706/143706	---M-Z	200	added ('OK')	application/javascript	etag:%222315a-5f63aa0fd2d1d-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/libs/swiper/swiper-bundle.min.js	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/libs/swiper/swiper-bundle.min.js	(from https://themesbrand.com/minia-tailwindcss/layouts/coming-soon.html)
10:48:33	1803/1803	---M-Z	200	added ('OK')	application/javascript	etag:%2270b-5f63aa0fa8d3d-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/js/pages/swiper.js	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/js/pages/swiper.js	(from https://themesbrand.com/minia-tailwindcss/layouts/coming-soon.html)
10:48:34	198027/198027	---M--	200	added ('OK')	image/png	etag:%223058b-5f63aa0f973fd%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/images/error-img.png	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/images/error-img.png	(from https://themesbrand.com/minia-tailwindcss/layouts/404.html)
10:48:34	13749/13749	---M-Z	200	added ('OK')	text/css	etag:%2235b5-5f63aa0fc42bd-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/libs/glightbox/css/glightbox.min.css	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/libs/glightbox/css/glightbox.min.css	(from https://themesbrand.com/minia-tailwindcss/layouts/extended-lightbox.html)
10:48:35	471/471	---M-Z	200	added ('OK')	application/javascript	etag:%221d7-5f63aa0fa8d3d-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/js/pages/lightbox.init.js	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/js/pages/lightbox.init.js	(from https://themesbrand.com/minia-tailwindcss/layouts/extended-lightbox.html)
10:48:35	4220/4220	---M-Z	200	added ('OK')	text/css	etag:%22107c-5f63aa0fc90dd-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/libs/nouislider/nouislider.min.css	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/libs/nouislider/nouislider.min.css	(from https://themesbrand.com/minia-tailwindcss/layouts/extended-rangeslider.html)
10:48:35	27118/27118	---M-Z	200	added ('OK')	application/javascript	etag:%2269ee-5f63aa0fc90dd-gzip%22	https://themesbrand.com/minia-tailwindcss/layouts/assets/libs/nouislider/nouislider.min.js	C:/BigPro/miniatailwind/themesbrand.com/minia-tailwindcss/layouts/assets/libs/nouislider/nouislider.min.js	(from https://themesbrand.com/minia-tailwindcss/layouts/extended-rangeslider.html)
